Revenue,Quantity,Price,Total Cost,Profit,Order Date,Month,Customer Name,Region,Order Time (IST)
40.58,1,40.58,25.9712,14.6088,22-Nov-23,November,Customer 1152,West,12:22 PM
1167.68,16,72.98,829.0528,338.6272,27-Feb-24,February,Customer 769,North,9:28 PM
246,4,61.5,211.56,34.44,26-Sep-24,September,Customer 4253,Central,4:18 PM
864.5,13,66.5,510.055,354.445,22-Feb-23,February,Customer 3015,North,9:05 AM
528.36,7,75.48,369.852,158.508,14-Dec-24,December,Customer 4304,West,9:38 AM
955.35,15,63.69,735.6195,219.7305,09-Mar-24,March,Customer 2626,Central,3:28 PM
565.44,6,94.24,446.6976,118.7424,21-Sep-24,September,Customer 450,South,10:26 AM
68.61,3,22.87,48.7131,19.8969,17-Jun-24,June,Customer 4016,North,8:09 PM
144.18,9,16.02,123.9948,20.1852,11-May-23,May,Customer 4174,Central,10:28 AM
230.56,4,57.64,198.2816,32.2784,03-May-23,May,Customer 1721,Central,5:40 PM
115.53,3,38.51,98.2005,17.3295,27-Sep-23,September,Customer 330,South,12:35 PM
562.5,9,62.5,427.5,135,13-Jul-24,July,Customer 932,North,11:14 AM
378.96,12,31.58,341.064,37.896,23-Apr-24,April,Customer 4126,West,3:09 PM
177.24,12,14.77,136.4748,40.7652,10-Feb-23,February,Customer 1977,North,9:34 PM
394.72,8,49.34,213.1488,181.5712,29-Jun-23,June,Customer 1495,West,11:42 AM
1333.04,19,70.16,1013.1104,319.9296,14-Mar-23,March,Customer 1166,North,11:37 AM
545.7,6,90.95,381.99,163.71,23-Jul-23,July,Customer 2433,Central,8:31 PM
1189.72,14,84.98,975.5704,214.1496,20-Apr-23,April,Customer 2175,South,9:48 PM
395.01,11,35.91,296.2575,98.7525,08-Oct-24,October,Customer 821,East,9:02 PM
881.28,16,55.08,528.768,352.512,01-Dec-23,December,Customer 2653,North,12:21 PM
449.1,5,89.82,332.334,116.766,10-Dec-24,December,Customer 1574,Central,8:04 PM
1417.65,15,94.51,1091.5905,326.0595,01-Apr-24,April,Customer 3555,East,2:08 PM
91.41,1,91.41,78.6126,12.7974,01-Jul-23,July,Customer 4707,East,11:57 AM
972,16,60.75,709.56,262.44,17-Feb-24,February,Customer 2350,North,8:26 PM
1576.32,16,98.52,1371.3984,204.9216,01-Nov-23,November,Customer 2003,South,5:29 PM
176.24,2,88.12,91.6448,84.5952,07-Dec-24,December,Customer 176,East,4:39 PM
556.56,18,30.92,317.2392,239.3208,01-Jun-23,June,Customer 2368,West,6:52 PM
78.47,1,78.47,56.4984,21.9716,14-Dec-24,December,Customer 3534,North,9:24 PM
448.64,8,56.08,305.0752,143.5648,13-Nov-23,November,Customer 4802,South,7:26 PM
163.6,8,20.45,125.972,37.628,23-Apr-23,April,Customer 1893,East,8:49 PM
486.97,11,44.27,350.6184,136.3516,12-May-24,May,Customer 32,West,3:49 PM
514.92,14,36.78,458.2788,56.6412,10-Feb-23,February,Customer 602,East,9:18 AM
653.62,11,59.42,496.7512,156.8688,01-Jan-24,January,Customer 3728,South,9:20 AM
825,10,82.5,412.5,412.5,03-Aug-23,August,Customer 1534,West,1:12 PM
1096.29,13,84.33,942.8094,153.4806,05-Apr-23,April,Customer 3295,East,7:14 PM
184.06,2,92.03,134.3638,49.6962,26-May-23,May,Customer 2807,South,3:49 PM
1149.48,12,95.79,609.2244,540.2556,07-Dec-23,December,Customer 58,West,4:38 PM
1181.85,15,78.79,933.6615,248.1885,03-Jul-24,July,Customer 1948,East,9:31 AM
300.9,5,60.18,264.792,36.108,10-Dec-23,December,Customer 2098,South,11:36 AM
609.51,11,55.41,481.5129,127.9971,20-Mar-23,March,Customer 4856,Central,3:41 PM
154.68,12,12.89,116.01,38.67,22-May-24,May,Customer 2582,North,2:15 PM
1046.86,17,61.58,753.7392,293.1208,28-Nov-23,November,Customer 2041,North,9:47 PM
704.32,16,44.02,584.5856,119.7344,02-May-24,May,Customer 1459,Central,8:26 PM
105,5,21,61.95,43.05,01-Jul-24,July,Customer 2497,East,7:58 PM
235.34,14,16.81,190.6254,44.7146,19-Oct-24,October,Customer 1048,East,5:42 PM
679.49,17,39.97,597.9512,81.5388,01-Jul-24,July,Customer 235,South,3:27 PM
367.24,4,91.81,326.8436,40.3964,25-Mar-24,March,Customer 2919,Central,5:57 PM
1676.37,19,88.23,1290.8049,385.5651,30-Mar-24,March,Customer 4212,East,11:26 AM
80.94,6,13.49,46.9452,33.9948,17-Feb-23,February,Customer 908,North,9:09 AM
577.98,19,30.42,335.2284,242.7516,07-Aug-23,August,Customer 2410,Central,6:24 PM
735.14,14,52.51,544.0036,191.1364,18-Jun-23,June,Customer 2983,West,5:07 PM
352.17,7,50.31,204.2586,147.9114,26-Apr-24,April,Customer 4207,West,10:30 AM
580.95,15,38.73,522.855,58.095,30-Jan-24,January,Customer 2746,East,9:42 AM
150.96,2,75.48,84.5376,66.4224,16-Mar-23,March,Customer 2698,South,9:42 PM
321.8,10,32.18,160.9,160.9,21-Jun-24,June,Customer 1227,South,2:37 PM
241.12,4,60.28,195.3072,45.8128,21-Sep-24,September,Customer 3028,Central,3:40 PM
346.86,6,57.81,253.2078,93.6522,04-Aug-23,August,Customer 3596,North,12:00 PM
196.01,17,11.53,164.6484,31.3616,02-Mar-23,March,Customer 1756,West,12:55 PM
56.88,2,28.44,46.0728,10.8072,15-Sep-23,September,Customer 4672,East,1:32 PM
324.87,13,24.99,204.6681,120.2019,27-Feb-24,February,Customer 273,East,8:06 PM
647.08,7,92.44,355.894,291.186,16-Feb-23,February,Customer 2289,South,10:24 AM
1020.3,15,68.02,724.413,295.887,08-Oct-23,October,Customer 3783,East,10:55 AM
325.2,20,16.26,211.38,113.82,17-Jan-24,January,Customer 872,East,10:59 AM
551.84,8,68.98,369.7328,182.1072,19-Oct-24,October,Customer 4573,East,11:55 AM
75.51,1,75.51,58.1427,17.3673,13-Aug-23,August,Customer 1935,West,3:32 PM
338.4,9,37.6,213.192,125.208,20-Oct-24,October,Customer 4610,Central,2:25 PM
1676.34,18,93.13,1240.4916,435.8484,26-May-23,May,Customer 3141,West,4:28 PM
1310.04,18,72.78,786.024,524.016,10-Jul-23,July,Customer 1684,Central,4:31 PM
25.32,1,25.32,13.6728,11.6472,25-Apr-24,April,Customer 2671,North,4:45 PM
1626.2,20,81.31,1398.532,227.668,14-Oct-24,October,Customer 1204,East,8:10 PM
280.02,6,46.67,246.4176,33.6024,20-Dec-23,December,Customer 4996,East,6:38 PM
73.68,3,24.56,60.4176,13.2624,18-Feb-24,February,Customer 435,East,2:13 PM
728.8,10,72.88,386.264,342.536,28-Apr-24,April,Customer 4921,North,1:59 PM
1202.4,18,66.8,973.944,228.456,30-Nov-23,November,Customer 4961,North,7:30 PM
473.94,6,78.99,426.546,47.394,03-Sep-24,September,Customer 606,West,8:30 PM
392.65,5,78.53,274.855,117.795,06-Nov-23,November,Customer 2868,West,9:59 PM
689.52,12,57.46,530.9304,158.5896,11-May-23,May,Customer 4287,East,8:16 PM
1384,20,69.2,1024.16,359.84,19-Aug-23,August,Customer 810,North,12:29 PM
1112.15,13,85.55,633.9255,478.2245,01-Jul-24,July,Customer 770,Central,3:21 PM
190.68,3,63.56,131.5692,59.1108,24-Feb-23,February,Customer 2411,East,6:44 PM
278.49,3,92.83,247.8561,30.6339,02-Nov-23,November,Customer 398,South,9:45 AM
509.52,12,42.46,433.092,76.428,20-Feb-24,February,Customer 1258,West,6:11 PM
1279.74,14,91.41,870.2232,409.5168,29-Mar-24,March,Customer 3512,North,9:12 PM
693.68,8,86.71,610.4384,83.2416,22-Nov-24,November,Customer 3149,Central,12:39 PM
312.84,4,78.21,259.6572,53.1828,30-May-24,May,Customer 3361,North,9:14 PM
1017.6,15,67.84,753.024,264.576,18-Jul-24,July,Customer 3353,South,2:02 PM
837.1,10,83.71,661.309,175.791,11-Jan-24,January,Customer 4218,South,10:41 AM
47.26,1,47.26,26.4656,20.7944,01-Jan-24,January,Customer 3032,West,11:21 AM
258.18,13,19.86,175.5624,82.6176,16-Nov-23,November,Customer 486,South,2:29 PM
140.7,6,23.45,104.118,36.582,13-Oct-23,October,Customer 1953,West,1:05 PM
38.83,1,38.83,20.1916,18.6384,20-Jul-24,July,Customer 4409,South,1:01 PM
1429.75,19,75.25,1015.1225,414.6275,15-Jun-23,June,Customer 408,East,4:12 PM
91.16,2,45.58,63.812,27.348,15-Apr-23,April,Customer 253,North,8:52 PM
689.8,10,68.98,400.084,289.716,12-Dec-23,December,Customer 4921,Central,2:52 PM
1644.75,17,96.75,1184.22,460.53,25-Dec-23,December,Customer 2364,South,4:47 PM
116.56,8,14.57,103.7384,12.8216,27-Oct-24,October,Customer 276,North,6:22 PM
74.02,1,74.02,61.4366,12.5834,13-Nov-24,November,Customer 1252,North,4:48 PM
199.5,5,39.9,119.7,79.8,15-Apr-24,April,Customer 2448,East,10:59 AM
173.12,2,86.56,91.7536,81.3664,16-Feb-23,February,Customer 2828,West,8:04 PM
379.92,6,63.32,330.5304,49.3896,11-Jan-23,January,Customer 650,West,7:27 PM
1077.57,13,82.89,689.6448,387.9252,29-Oct-23,October,Customer 135,North,9:15 AM
416.8,10,41.68,370.952,45.848,03-Sep-23,September,Customer 4779,North,8:14 PM
1114.88,13,85.76,914.2016,200.6784,07-Mar-24,March,Customer 1379,West,9:21 AM
1299.31,17,76.43,935.5032,363.8068,11-Oct-23,October,Customer 3869,East,1:58 PM
578.48,14,41.32,468.5688,109.9112,26-Mar-24,March,Customer 1390,West,4:25 PM
596.56,8,74.57,298.28,298.28,28-Jun-24,June,Customer 3263,South,2:57 PM
202.16,14,14.44,133.4256,68.7344,20-May-24,May,Customer 3885,East,4:28 PM
497.85,5,99.57,373.3875,124.4625,30-Nov-24,November,Customer 2659,East,5:26 PM
869.12,16,54.32,651.84,217.28,07-Oct-23,October,Customer 4811,North,9:20 AM
636.99,17,37.47,560.5512,76.4388,01-Apr-24,April,Customer 4848,South,10:58 AM
190.44,6,31.74,148.5432,41.8968,05-Apr-23,April,Customer 4872,North,10:13 AM
545.76,9,60.64,414.7776,130.9824,17-Apr-23,April,Customer 1557,West,8:30 PM
558.48,12,46.54,279.24,279.24,29-May-23,May,Customer 4309,North,1:44 PM
309.18,6,51.53,222.6096,86.5704,16-Sep-23,September,Customer 805,East,1:08 PM
202.02,7,28.86,159.5958,42.4242,09-Sep-24,September,Customer 150,Central,4:58 PM
184.32,8,23.04,152.9856,31.3344,08-Dec-23,December,Customer 1123,East,10:58 AM
198.56,17,11.68,129.064,69.496,03-Jan-24,January,Customer 3340,West,10:50 AM
382.27,7,54.61,214.0712,168.1988,14-Oct-24,October,Customer 1142,Central,9:52 AM
550.27,7,78.61,385.189,165.081,02-Jan-23,January,Customer 4935,South,5:46 PM
103.86,6,17.31,85.1652,18.6948,16-Aug-24,August,Customer 1953,South,1:08 PM
88.48,7,12.64,71.6688,16.8112,24-Mar-23,March,Customer 191,South,9:27 AM
1015.38,18,56.41,720.9198,294.4602,06-Oct-23,October,Customer 1863,West,11:30 AM
1012.14,18,56.23,759.105,253.035,30-Sep-23,September,Customer 2903,East,9:21 AM
492,16,30.75,285.36,206.64,04-Sep-24,September,Customer 519,South,11:58 AM
45.97,1,45.97,23.4447,22.5253,13-Feb-24,February,Customer 1975,East,11:45 AM
537.46,11,48.86,370.8474,166.6126,03-Feb-23,February,Customer 4517,East,3:20 PM
1188.96,16,74.31,1010.616,178.344,06-Aug-23,August,Customer 1750,Central,7:44 PM
164.01,11,14.91,141.0486,22.9614,17-Dec-24,December,Customer 781,South,8:30 PM
154.32,8,19.29,135.8016,18.5184,18-Sep-23,September,Customer 1986,Central,4:31 PM
186.8,10,18.68,104.608,82.192,17-Apr-23,April,Customer 2212,Central,9:54 PM
977.46,11,88.86,869.9394,107.5206,30-Mar-24,March,Customer 4420,Central,12:30 PM
97.32,3,32.44,64.2312,33.0888,27-Apr-23,April,Customer 189,Central,10:11 AM
698.16,8,87.27,363.0432,335.1168,26-Jul-23,July,Customer 668,Central,4:55 PM
99.92,4,24.98,64.948,34.972,05-Nov-23,November,Customer 726,South,10:38 AM
594.6,20,29.73,386.49,208.11,11-Jan-24,January,Customer 2408,East,9:48 AM
631.35,9,70.15,530.334,101.016,19-Feb-23,February,Customer 320,South,4:08 PM
221.76,14,15.84,150.7968,70.9632,22-Oct-23,October,Customer 2870,West,5:31 PM
625.94,17,36.82,475.7144,150.2256,30-May-23,May,Customer 3123,West,3:37 PM
198.87,7,28.41,99.435,99.435,30-Nov-24,November,Customer 2231,West,1:58 PM
582.66,13,44.82,454.4748,128.1852,26-May-24,May,Customer 1376,North,12:22 PM
1252.16,14,89.44,788.8608,463.2992,25-Nov-24,November,Customer 3146,North,1:21 PM
532.56,12,44.38,463.3272,69.2328,27-Jan-24,January,Customer 852,East,3:48 PM
1167.3,18,64.85,782.091,385.209,21-May-23,May,Customer 3190,South,8:13 PM
666.64,13,51.28,513.3128,153.3272,20-Feb-23,February,Customer 4185,South,8:09 PM
644.5,10,64.45,522.045,122.455,30-Jul-23,July,Customer 4819,East,8:32 PM
664.32,8,83.04,524.8128,139.5072,11-Aug-23,August,Customer 987,North,1:57 PM
806.49,9,89.61,427.4397,379.0503,18-Feb-23,February,Customer 4634,Central,10:55 AM
322.24,16,20.14,170.7872,151.4528,10-Jul-23,July,Customer 2570,Central,5:04 PM
99.23,1,99.23,85.3378,13.8922,05-Feb-24,February,Customer 991,North,5:04 PM
932,16,58.25,717.64,214.36,22-Dec-23,December,Customer 236,North,9:18 PM
173.5,10,17.35,147.475,26.025,12-Feb-23,February,Customer 1583,South,11:19 AM
612.48,16,38.28,361.3632,251.1168,01-Sep-23,September,Customer 4943,East,1:33 PM
454.61,13,34.97,304.5887,150.0213,25-Dec-23,December,Customer 2514,Central,11:05 AM
120.66,3,40.22,84.462,36.198,06-Jun-24,June,Customer 755,West,5:31 PM
61.95,1,61.95,55.755,6.195,27-Nov-23,November,Customer 4315,North,5:23 PM
249.8,20,12.49,194.844,54.956,30-Jun-23,June,Customer 2409,North,10:30 AM
325.75,5,65.15,201.965,123.785,30-Apr-23,April,Customer 2700,West,9:22 PM
937.65,19,49.35,506.331,431.319,14-Mar-24,March,Customer 3682,West,8:00 PM
428,8,53.5,214,214,12-Aug-24,August,Customer 227,North,9:57 PM
494.56,11,44.96,410.4848,84.0752,13-Jun-24,June,Customer 4108,South,11:57 AM
72.16,2,36.08,59.1712,12.9888,09-Sep-23,September,Customer 989,Central,9:30 PM
93.48,4,23.37,65.436,28.044,10-Aug-23,August,Customer 3850,North,12:37 PM
292.96,4,73.24,228.5088,64.4512,22-Mar-24,March,Customer 4697,North,9:45 PM
538.62,6,89.77,280.0824,258.5376,06-Jan-24,January,Customer 4153,Central,1:09 PM
1019.2,20,50.96,784.784,234.416,01-Sep-24,September,Customer 2926,East,6:27 PM
1031.7,15,68.78,649.971,381.729,13-Nov-24,November,Customer 1385,East,8:59 PM
237.81,3,79.27,192.6261,45.1839,13-Dec-24,December,Customer 1326,West,6:47 PM
966.68,13,74.36,657.3424,309.3376,03-Jun-23,June,Customer 2038,East,11:23 AM
1798.35,19,94.65,989.0925,809.2575,13-Jul-23,July,Customer 150,Central,12:56 PM
349.74,9,38.86,174.87,174.87,30-May-24,May,Customer 4835,North,9:03 AM
263.52,18,14.64,195.0048,68.5152,17-Nov-23,November,Customer 1399,West,1:10 PM
147.9,10,14.79,103.53,44.37,29-Apr-23,April,Customer 4369,Central,10:34 AM
119.88,3,39.96,73.1268,46.7532,20-Jan-24,January,Customer 4979,Central,6:37 PM
11.02,1,11.02,8.3752,2.6448,25-Jan-23,January,Customer 118,Central,3:09 PM
993.51,19,52.29,774.9378,218.5722,22-Nov-24,November,Customer 1477,Central,10:39 AM
577.92,7,82.56,329.4144,248.5056,01-Mar-23,March,Customer 2787,North,1:25 PM
1503.28,19,79.12,1052.296,450.984,17-Dec-24,December,Customer 3484,South,5:35 PM
1107.9,18,61.55,631.503,476.397,02-Jun-23,June,Customer 2058,North,7:44 PM
752.67,9,83.63,669.8763,82.7937,01-Sep-23,September,Customer 4717,East,10:24 AM
513.6,16,32.1,441.696,71.904,29-Oct-24,October,Customer 3977,East,9:09 AM
35.56,2,17.78,31.2928,4.2672,24-Jan-24,January,Customer 1033,East,7:50 PM
1931.2,20,96.56,1332.528,598.672,15-Sep-24,September,Customer 994,North,1:41 PM
411.21,9,45.69,353.6406,57.5694,27-Sep-23,September,Customer 1587,South,6:45 PM
742.32,8,92.79,601.2792,141.0408,22-Nov-23,November,Customer 3062,West,7:50 PM
389.52,6,64.92,253.188,136.332,05-Jan-24,January,Customer 2319,East,7:05 PM
885.96,18,49.22,513.8568,372.1032,22-Dec-23,December,Customer 4023,West,9:16 PM
1197.17,13,92.09,802.1039,395.0661,15-May-23,May,Customer 2030,North,1:09 PM
770.28,14,55.02,546.8988,223.3812,22-Sep-24,September,Customer 3508,North,4:25 PM
934.56,11,84.96,841.104,93.456,18-Nov-24,November,Customer 4469,North,10:09 AM
890.01,9,98.89,694.2078,195.8022,24-Sep-23,September,Customer 2657,South,10:34 AM
829.78,14,59.27,614.0372,215.7428,15-Sep-23,September,Customer 2841,Central,3:46 PM
675.64,19,35.56,581.0504,94.5896,12-Jan-23,January,Customer 2408,West,6:44 PM
465.92,16,29.12,330.8032,135.1168,14-Jun-23,June,Customer 4122,East,3:32 PM
480.66,6,80.11,370.1082,110.5518,03-Nov-24,November,Customer 252,East,2:47 PM
274,4,68.5,169.88,104.12,20-Jan-23,January,Customer 4563,West,6:11 PM
681.03,7,97.29,517.5828,163.4472,12-Dec-24,December,Customer 3991,East,2:33 PM
981.72,18,54.54,736.29,245.43,08-Aug-23,August,Customer 4208,Central,9:02 AM
1231.23,13,94.71,923.4225,307.8075,23-Jul-23,July,Customer 2173,West,3:41 PM
279.48,6,46.58,156.5088,122.9712,21-Mar-23,March,Customer 3917,East,8:25 PM
79.7,2,39.85,67.745,11.955,20-Apr-23,April,Customer 1204,South,8:02 PM
855,18,47.5,555.75,299.25,08-May-24,May,Customer 246,East,4:52 PM
223.92,6,37.32,179.136,44.784,13-Apr-23,April,Customer 2089,South,3:29 PM
478.72,16,29.92,330.3168,148.4032,23-Apr-23,April,Customer 4427,North,4:43 PM
314.16,12,26.18,204.204,109.956,10-Jul-24,July,Customer 499,South,7:48 PM
338.58,11,30.78,287.793,50.787,21-May-23,May,Customer 1247,North,8:04 PM
680.64,8,85.08,415.1904,265.4496,30-Aug-23,August,Customer 4403,South,7:25 PM
484.98,6,80.83,397.6836,87.2964,12-Jun-24,June,Customer 2770,West,8:24 PM
1021.54,13,78.58,776.3704,245.1696,06-Sep-24,September,Customer 4545,Central,10:57 AM
12.77,1,12.77,7.662,5.108,18-Aug-23,August,Customer 3445,Central,4:51 PM
816.57,9,90.73,718.5816,97.9884,20-Mar-23,March,Customer 2637,South,1:01 PM
1036.56,12,86.38,549.3768,487.1832,20-Feb-24,February,Customer 717,North,6:47 PM
29.58,2,14.79,25.7346,3.8454,13-Jan-23,January,Customer 3040,North,12:03 PM
1190.72,16,74.42,678.7104,512.0096,07-Aug-24,August,Customer 944,South,9:50 PM
237.3,7,33.9,206.451,30.849,29-Sep-24,September,Customer 2216,West,8:40 PM
163.86,3,54.62,127.8108,36.0492,06-Sep-23,September,Customer 2792,North,7:07 PM
877,10,87.7,648.98,228.02,08-Jan-24,January,Customer 3151,North,3:44 PM
600.61,17,35.33,426.4331,174.1769,23-Oct-24,October,Customer 1497,Central,8:55 PM
88.41,3,29.47,54.8142,33.5958,16-Jun-23,June,Customer 3324,Central,10:31 AM
272.7,15,18.18,245.43,27.27,20-Jan-24,January,Customer 3065,East,3:08 PM
89.3,1,89.3,58.938,30.362,09-Sep-23,September,Customer 90,East,6:56 PM
111.32,4,27.83,63.4524,47.8676,29-Dec-24,December,Customer 2720,South,1:52 PM
22.86,2,11.43,17.3736,5.4864,25-Oct-23,October,Customer 3841,Central,1:41 PM
239.36,16,14.96,177.1264,62.2336,19-Mar-24,March,Customer 1293,Central,10:06 AM
110.36,4,27.59,58.4908,51.8692,01-Jan-24,January,Customer 1426,West,10:35 AM
396.88,8,49.61,257.972,138.908,28-Feb-23,February,Customer 3390,Central,6:23 PM
233.12,16,14.57,160.8528,72.2672,31-Mar-24,March,Customer 4476,Central,5:21 PM
348.92,13,26.84,251.2224,97.6976,25-Feb-24,February,Customer 2196,East,3:51 PM
12.26,1,12.26,9.5628,2.6972,01-Feb-23,February,Customer 2923,South,6:40 PM
157.32,3,52.44,84.9528,72.3672,15-Mar-23,March,Customer 2430,North,12:10 PM
942.99,17,55.47,820.4013,122.5887,07-Aug-24,August,Customer 1185,South,12:21 PM
80.46,2,40.23,44.253,36.207,29-Jun-24,June,Customer 1957,South,11:23 AM
38.71,1,38.71,23.226,15.484,28-Aug-24,August,Customer 1257,East,9:25 PM
250.35,3,83.45,200.28,50.07,10-Apr-23,April,Customer 1654,North,10:12 AM
1122.24,12,93.52,1010.016,112.224,09-Oct-23,October,Customer 121,Central,6:44 PM
297.6,8,37.2,154.752,142.848,08-Jan-23,January,Customer 3361,West,9:06 PM
336.64,8,42.08,171.6864,164.9536,03-Aug-23,August,Customer 4892,South,2:13 PM
1046.6,20,52.33,795.416,251.184,16-Jan-23,January,Customer 2481,Central,4:06 PM
1601.1,18,88.95,1072.737,528.363,25-Dec-23,December,Customer 3454,North,2:20 PM
906.56,16,56.66,516.7392,389.8208,05-Dec-24,December,Customer 3114,West,1:01 PM
214.74,9,23.86,133.1388,81.6012,23-Apr-23,April,Customer 236,East,7:04 PM
857.56,11,77.96,445.9312,411.6288,29-Jul-24,July,Customer 2404,West,9:10 PM
560.82,13,43.14,286.0182,274.8018,20-Jan-23,January,Customer 2502,South,9:40 PM
269.97,3,89.99,213.2763,56.6937,04-Oct-23,October,Customer 3967,South,2:48 PM
1684.8,20,84.24,1347.84,336.96,05-Jun-23,June,Customer 1947,East,1:18 PM
1200.68,13,92.36,1056.5984,144.0816,07-Feb-24,February,Customer 4730,North,1:56 PM
39.21,3,13.07,25.4865,13.7235,13-Nov-24,November,Customer 3750,Central,8:09 PM
181.5,10,18.15,163.35,18.15,07-Nov-24,November,Customer 1973,South,1:51 PM
752.16,8,94.02,421.2096,330.9504,30-Oct-24,October,Customer 4960,East,11:36 AM
352.44,11,32.04,313.6716,38.7684,02-Mar-24,March,Customer 2776,South,9:24 AM
494.52,13,38.04,316.4928,178.0272,26-May-23,May,Customer 2069,Central,9:48 PM
604.1,14,43.15,453.075,151.025,24-Dec-23,December,Customer 1713,Central,3:45 PM
623.36,8,77.92,330.3808,292.9792,20-Mar-23,March,Customer 3636,Central,6:35 PM
210.78,3,70.26,118.0368,92.7432,24-Aug-23,August,Customer 4280,West,10:49 AM
1086.64,17,63.92,575.9192,510.7208,31-Dec-24,December,Customer 816,North,7:46 PM
455.46,6,75.91,332.4858,122.9742,08-Jan-24,January,Customer 914,West,1:55 PM
773.91,9,85.99,479.8242,294.0858,03-Oct-24,October,Customer 2879,South,3:19 PM
140.49,9,15.61,77.2695,63.2205,02-Jul-24,July,Customer 4034,East,3:52 PM
1920.6,20,96.03,1363.626,556.974,08-Sep-23,September,Customer 656,North,5:34 PM
793.7,10,79.37,579.401,214.299,25-Jul-24,July,Customer 3564,South,9:35 AM
1082.16,18,60.12,757.512,324.648,01-May-24,May,Customer 4533,East,12:59 PM
148.83,11,13.53,81.8565,66.9735,22-Oct-23,October,Customer 2473,East,3:00 PM
722.38,19,38.02,361.19,361.19,24-Mar-24,March,Customer 2386,Central,5:20 PM
897.16,11,81.56,726.6996,170.4604,06-Jun-24,June,Customer 1193,Central,4:28 PM
225.75,7,32.25,173.8275,51.9225,14-Mar-23,March,Customer 4390,North,7:01 PM
320.81,7,45.83,253.4399,67.3701,17-Jan-24,January,Customer 3778,West,7:55 PM
167.58,3,55.86,137.4156,30.1644,11-May-24,May,Customer 2310,Central,8:40 PM
851.6,10,85.16,621.668,229.932,23-Jun-23,June,Customer 686,South,11:27 AM
1498.14,18,83.23,808.9956,689.1444,02-Sep-23,September,Customer 1076,West,11:19 AM
507.96,12,42.33,314.9352,193.0248,01-Nov-24,November,Customer 766,South,5:19 PM
1441.8,15,96.12,792.99,648.81,29-Sep-23,September,Customer 95,Central,1:14 PM
235.27,7,33.61,171.7471,63.5229,03-Jun-23,June,Customer 1949,North,10:27 AM
347.89,19,18.31,205.2551,142.6349,19-Jan-23,January,Customer 1065,North,10:22 AM
180.3,15,12.02,128.013,52.287,28-Jun-24,June,Customer 4875,Central,7:11 PM
388.64,7,55.52,240.9568,147.6832,29-Apr-23,April,Customer 4874,North,8:14 PM
840.45,13,64.65,445.4385,395.0115,02-Sep-24,September,Customer 1860,West,2:02 PM
537.12,6,89.52,424.3248,112.7952,23-Mar-23,March,Customer 4432,Central,9:25 PM
758.88,16,47.43,652.6368,106.2432,10-Sep-24,September,Customer 2688,Central,11:09 AM
538.44,6,89.74,398.4456,139.9944,19-Feb-23,February,Customer 2303,South,5:23 PM
